Carpeta;Nombre del archivo;Planta;Enfermedad Inglés;Saludable;Planta_Estado;Planta Español;Planta_Estado_Español;Nombre traducido por GPT;Nombre Coloquial en Colombia;Nombre Coloquial en TV
Cauliflower__downy_mildew;aug_83_cauliflower_Downy Mildew. (100).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (92).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_113_cauliflower_Downy Mildew. (8).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (84).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_28_cauliflower_Downy Mildew. (14).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (120).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (2).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_59_cauliflower_Downy Mildew. (47).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (47).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (20).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (10).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_15_cauliflower_Downy Mildew. (115).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (51).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_51_cauliflower_Downy Mildew. (135).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (50).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_38_cauliflower_Downy Mildew. (46).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (24).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_62_cauliflower_Downy Mildew. (67).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_1_cauliflower_Downy Mildew. (66).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (11).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (19).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (46).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (3).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (121).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_14_cauliflower_Downy Mildew. (126).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (85).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_24_cauliflower_Downy Mildew. (132).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_30_cauliflower_Downy Mildew. (44).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (93).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_75_cauliflower_Downy Mildew. (48).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (137).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (140).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_4_cauliflower_Downy Mildew. (118).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_63_cauliflower_Downy Mildew. (16).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (117).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_49_cauliflower_Downy Mildew. (141).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (101).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (8).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_114_cauliflower_Downy Mildew. (37).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_109_cauliflower_Downy Mildew. (28).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_40_cauliflower_Downy Mildew. (23).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_110_cauliflower_Downy Mildew. (28).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (31).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_10_cauliflower_Downy Mildew. (20).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_100_cauliflower_Downy Mildew. (98).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (66).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (89).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_16_cauliflower_Downy Mildew. (115).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (70).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (27).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (26).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (143).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (114).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (102).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (17).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_34_cauliflower_Downy Mildew. (21).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (49).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_90_cauliflower_Downy Mildew. (122).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (4).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (32).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (65).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_7_cauliflower_Downy Mildew. (116).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_71_cauliflower_Downy Mildew. (74).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (73).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (138).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (24).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (53).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_102_cauliflower_Downy Mildew. (70).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_22_cauliflower_Downy Mildew. (101).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (118).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (12).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (31).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (6).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_94_cauliflower_Downy Mildew. (6).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (45).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_8_cauliflower_Downy Mildew. (116).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_54_cauliflower_Downy Mildew. (2).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_107_cauliflower_Downy Mildew. (24).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (15).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_44_cauliflower_Downy Mildew. (21).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (122).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (86).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (69).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (90).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (28).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_36_cauliflower_Downy Mildew. (46).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (28).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (134).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_13_cauliflower_Downy Mildew. (126).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (135).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (29).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (11).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_2_cauliflower_Downy Mildew. (66).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (91).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_97_cauliflower_Downy Mildew. (26).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_42_cauliflower_Downy Mildew. (21).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (87).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_61_cauliflower_Downy Mildew. (67).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (68).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (123).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_57_cauliflower_Downy Mildew. (47).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_76_cauliflower_Downy Mildew. (48).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (1).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (44).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (13).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (119).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_104_cauliflower_Downy Mildew. (70).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_89_cauliflower_Downy Mildew. (124).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (52).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (2).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (25).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_21_cauliflower_Downy Mildew. (101).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_84_cauliflower_Downy Mildew. (24).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (139).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (72).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (64).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_120_cauliflower_Downy Mildew. (31).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (33).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (48).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_47_cauliflower_Downy Mildew. (38).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_3_cauliflower_Downy Mildew. (118).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_119_cauliflower_Downy Mildew. (75).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (103).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_64_cauliflower_Downy Mildew. (16).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (115).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (142).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (13).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_98_cauliflower_Downy Mildew. (26).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (55).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_26_cauliflower_Downy Mildew. (132).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;aug_69_cauliflower_Downy Mildew. (74).jpg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
Cauliflower__downy_mildew;cauliflower_Downy Mildew. (30).jpeg;Cauliflower;downy_mildew;No;Cauliflower_sick;Coliflor;Coliflor_Enferma;Mildiú velloso de la coliflor;Moho azu;Moho
