Dataset;Carpeta;Nombre del archivo;Planta;Condición;Saludable;Planta_Estado
Cassava Leaf Disease Classification ;Cassava;2421310998.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2421492761.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2421566220.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2421584728.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2421660747.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2421758086.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2421789568.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2421980371.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;242216582.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2422449702.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2422491518.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2422831222.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;242295464.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2423261447.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2423336396.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2423344068.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2423538120.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2423665630.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2423769926.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2424084146.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2424397396.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;242444737.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2424512992.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2424570451.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2424770024.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2425193162.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2425385872.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2425413365.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2425540175.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2426272316.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2426488262.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2426597698.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2426854829.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2427032578.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2427442391.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2427490439.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;242770497.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2428200462.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2428265097.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2428477722.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2428525395.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2428617984.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2428748411.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2428798135.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2428834904.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2429179859.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2429254958.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2429350015.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2429433234.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2429667636.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2429776876.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;242977763.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2429816530.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2429941129.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2429949557.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2430054322.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2430068379.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2430296671.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;243035153.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2430685595.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2430759882.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2430831157.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2430888748.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2431067998.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2431396348.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2431415205.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2431460222.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2431603043.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2431640165.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2431664846.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2431891989.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;243194540.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2432086277.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2432250705.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2432364538.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2432464479.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2432592527.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2432773311.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2432967687.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2433057323.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2433142090.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2433281997.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2433307411.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2433407680.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2433522898.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2433683570.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2433741143.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;243377710.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2433962799.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2434060194.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2434447915.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2434587882.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2434985861.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2435051665.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2435211745.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2435254407.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2435302600.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2435784137.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2435788623.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2435836434.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2436022080.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2436214521.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2436369739.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;243638403.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2437048705.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2437151204.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2437198013.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2437201100.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2437213619.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;243732361.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2437547294.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2437615613.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2437698552.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2437959536.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2438313768.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2438476273.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2438948667.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2439113989.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2439357666.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2439590243.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2439645598.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2440096561.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2440261962.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2440390856.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2440615090.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2440664696.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2440838390.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;244091101.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2441910207.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2441927798.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2442082481.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2442102115.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2442145038.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2442485035.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2442669965.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2442826642.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2442913111.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2443423283.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2443428424.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2443564575.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2443920111.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;244407780.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2444106411.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2444345873.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2444460528.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2444482015.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2444813002.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2445092110.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2445348448.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;244543629.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2445684335.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2445871851.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2446013457.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2446074301.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2446149894.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2446248969.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2446390105.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2446621407.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2447025051.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2447057702.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2447058144.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2447086641.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2447704819.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2448133636.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2448627674.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2448657590.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2448661412.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2448870532.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2448969787.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2449084146.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2449161051.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2449191784.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2449743252.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2450090020.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2450545291.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;245076718.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2450978537.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2451005866.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2451596981.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2451601022.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2451619030.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2451870381.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2452042158.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;24521071.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2452364106.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;245276230.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2453131075.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2453300950.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2454143099.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2454175142.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2454238262.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2454252015.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2454437891.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2454473241.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2454633080.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2455047257.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2455232179.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2455356722.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2455854003.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2456510644.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2456612393.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2456930353.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2457010245.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2457308464.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2457355421.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2457404086.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2457479781.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2457737762.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2457847681.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2457952630.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2458161037.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;245825296.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2458306798.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2458325130.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2458353661.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2458410861.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;245845925.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2458565094.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2458846508.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2458889068.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2459447782.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2459666631.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2459734492.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2459764997.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;245998935.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2460157160.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2460344945.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2460357175.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;2460425270.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;2460761267.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
